"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"1039","18","M","207","2","121","0"
"1039","77","M","492","2","158","1"
"1039","54","M","267","2","73","1"
"1039","21","F","430","4","69","1"
"1039","66","M","246","2","147","1"
"1039","58","F","133","4","116","1"
"1039","50","F","461","0","160","0"
"1040","29","F","349","4","123","0"
"1040","68","F","478","3","161","0"
"1040","20","M","455","1","141","0"
"1040","23","F","334","4","202","1"
"1040","68","M","234","4","130","1"
"1040","71","M","429","0","188","0"
"1040","53","M","427","0","186","0"
"1040","18","F","117","4","111","1"
"1040","62","F","315","3","208","1"
"1040","31","F","329","1","113","0"
"1040","62","M","273","2","177","0"
"1040","47","M","113","2","204","0"
"1040","24","F","259","3","191","1"
"1040","51","F","176","2","178","0"
"1040","12","M","388","0","74","0"
"1040","56","F","417","2","134","1"
"1040","40","F","199","4","227","1"
"1040","31","F","112","1","249","1"
"1041","23","F","478","2","128","0"
"1041","57","F","217","2","136","0"
"1041","71","F","371","2","222","1"
"1041","43","M","496","3","138","0"
"1041","72","M","300","4","144","0"
"1041","49","F","152","1","67","1"
"1041","40","M","130","1","181","0"
"1041","66","F","307","0","115","0"
"1041","41","M","352","2","119","1"
"1041","52","F","176","4","121","1"
"1041","37","F","311","2","108","0"
"1041","47","F","110","4","155","1"
"1042","52","M","133","3","220","1"
"1042","22","F","138","2","237","0"
"1042","52","M","114","4","85","1"
"1042","10","M","117","0","68","0"
"1042","75","F","240","0","229","1"
"1042","22","M","209","0","106","1"
"1042","22","M","473","1","63","1"
"1042","25","F","392","0","78","1"
"1042","73","M","157","0","103","1"
"1042","45","F","217","2","190","0"
"1042","70","F","462","0","98","1"
"1042","47","F","417","4","57","0"
"1042","60","M","440","3","94","1"
"1043","14","M","334","4","83","0"
"1043","41","F","431","3","88","1"
"1043","33","M","328","3","78","1"
"1043","50","F","176","2","194","1"
"1043","66","M","257","3","145","0"
"1043","68","M","227","0","149","1"
"1043","77","F","123","1","178","1"
"1043","59","M","267","0","155","0"
"1043","68","M","359","4","83","0"
"1043","22","M","128","4","128","1"
"1043","13","M","452","1","184","1"
"1043","71","F","467","4","164","0"
"1045","50","M","403","2","197","1"
"1045","15","F","414","2","154","1"
"1045","30","M","453","4","242","0"
"1045","10","F","347","1","60","0"
"1045","12","F","420","4","158","0"
"1045","18","M","365","3","52","1"
"1045","63","M","101","2","60","0"
"1045","49","F","242","0","171","1"
"1045","67","M","373","1","176","1"
"1045","28","F","128","4","230","1"
"1045","12","F","481","1","157","0"
"1045","34","M","253","2","247","1"
"1045","31","F","370","1","73","1"
"1045","12","M","286","2","58","1"
"1045","43","M","467","1","162","1"
"1045","38","F","234","2","199","0"
"1045","18","M","128","3","132","0"
"1045","42","F","490","3","104","1"
"1048","49","M","215","2","224","1"
"1048","43","F","499","2","112","0"
"1048","79","F","442","3","225","1"
"1048","45","F","301","3","131","1"
"1048","18","M","463","0","101","1"
"1048","10","M","317","2","244","1"
"1048","59","F","402","1","69","0"
"1048","78","F","176","3","185","0"
"1048","65","M","273","1","100","0"
"1048","64","F","170","4","65","0"
"1048","29","M","496","1","151","1"
"1049","15","F","391","4","208","0"
"1049","24","M","411","4","67","0"
"1049","53","M","422","0","214","0"
"1049","72","M","413","1","248","0"
"1049","57","F","467","2","125","1"
"1049","59","F","406","0","194","0"
"1049","48","F","489","1","64","1"
"1049","37","M","424","2","102","1"
"1049","49","M","161","3","175","0"
"1049","24","M","472","2","178","0"
"1049","15","M","123","4","164","0"
"1049","18","M","382","4","85","1"
"1049","36","F","263","2","209","1"
"1050","34","M","169","1","199","0"
"1050","48","M","475","4","166","0"
"1050","32","M","453","2","139","0"
"1050","16","F","397","2","102","1"
"1050","69","M","485","3","188","0"
"1050","14","M","288","0","183","0"
"1050","15","M","452","3","190","1"
"1050","72","F","204","4","181","0"
"1050","10","F","171","3","209","1"
"1050","31","M","322","3","92","1"
"1050","39","F","372","0","219","1"
"1051","62","F","370","1","60","1"
"1051","61","F","345","2","235","0"
"1051","20","M","477","1","97","0"
"1051","61","M","226","2","181","0"
"1051","14","F","461","1","161","1"
"1051","54","F","453","2","56","0"
"1051","26","M","407","4","214","1"
"1051","54","F","442","2","168","1"
"1051","41","F","172","1","204","0"
"1051","57","F","183","1","117","1"
"1051","76","M","215","4","121","0"
"1051","22","M","350","2","233","0"
"1052","21","M","169","0","194","0"
"1052","53","F","317","1","62","0"
"1052","27","F","494","2","105","1"
"1052","28","F","121","0","172","1"
"1052","70","F","439","1","139","1"
"1052","55","F","410","4","113","1"
"1052","64","M","301","4","123","0"
"1052","32","M","337","0","169","1"
"1052","38","M","238","1","196","0"
"1052","62","M","450","4","79","1"
"1052","49","F","466","2","70","1"
"1052","12","M","408","2","211","0"
"1052","62","M","377","1","63","1"
"1054","12","M","112","0","152","0"
"1054","23","F","331","3","98","0"
"1054","11","M","243","2","247","1"
"1054","32","F","216","4","142","1"
"1054","10","M","268","1","177","1"
"1054","65","F","426","0","78","0"
"1054","61","F","281","2","245","0"
"1054","68","F","387","0","191","1"
"1054","21","M","316","2","188","0"
"1054","74","F","165","4","224","0"
"1054","11","M","444","1","86","1"
"1054","49","M","278","1","131","0"
"1055","19","M","187","0","69","1"
"1055","44","F","133","1","198","1"
"1055","28","M","242","0","186","0"
"1055","51","F","308","2","159","1"
"1055","44","M","221","2","196","0"
"1055","28","M","353","4","57","0"
"1055","52","M","107","4","212","1"
"1056","54","M","419","1","180","1"
"1056","45","F","234","1","115","1"
"1056","44","F","309","4","82","0"
"1056","44","F","128","1","83","0"
"1056","42","F","461","3","107","0"
"1056","12","F","490","0","157","1"
"1056","62","M","283","0","117","0"
"1056","31","F","318","4","232","0"
"1056","23","M","201","3","233","1"
"1056","48","F","201","4","113","1"
"1056","11","F","202","4","203","1"
"1056","17","F","365","3","183","0"
"1056","22","F","107","4","97","1"
"1056","21","F","406","1","58","1"
"1056","71","M","187","4","101","0"
"1056","64","F","202","4","179","1"
"1056","37","M","343","2","199","1"
"1057","13","M","259","2","180","1"
"1057","18","M","222","3","107","1"
"1057","30","M","378","0","107","0"
"1057","62","F","140","2","209","1"
"1057","49","F","141","1","213","1"
"1057","60","M","397","4","146","0"
"1057","21","M","453","0","75","0"
"1057","62","F","221","0","65","0"
"1057","60","M","327","1","85","0"
"1057","31","M","487","0","101","0"
"1057","48","M","355","3","96","1"
"1057","67","M","127","4","54","1"
"1057","52","F","458","1","83","1"
"1057","17","M","320","1","243","1"
"1057","23","M","153","2","115","0"
"1057","64","F","477","4","209","0"
"1057","62","F","182","2","205","1"
"1058","48","F","439","4","95","0"
"1058","53","M","147","3","121","1"
"1058","43","M","118","3","148","1"
"1058","29","F","481","2","67","0"
"1058","57","M","256","0","158","1"
"1058","37","F","331","2","68","0"
"1058","29","M","226","3","69","1"
"1058","61","M","278","2","248","1"
"1058","39","F","161","4","89","1"
"1058","54","F","180","0","122","1"
"1058","35","F","203","2","225","1"
"1058","22","F","387","3","78","0"
"1058","36","M","201","3","203","0"
"1059","16","M","171","1","111","1"
"1059","60","F","381","0","180","1"
"1059","74","M","163","4","126","1"
"1059","59","F","464","4","173","0"
"1059","75","M","394","4","225","0"
"1059","24","F","308","3","77","1"
"1059","35","F","449","3","64","0"
"1059","21","M","138","2","54","1"
"1059","10","M","142","2","192","1"
"1059","56","F","194","1","95","0"
"1059","15","F","421","1","172","1"
"1061","78","M","486","4","111","1"
"1061","67","F","319","1","192","0"
"1061","59","F","498","4","68","0"
"1061","46","M","439","4","118","1"
"1061","11","F","299","3","147","0"
"1061","21","F","268","0","180","1"
"1061","70","M","248","4","67","1"
"1061","66","F","189","0","135","1"
"1061","38","M","162","2","180","0"
"1062","50","M","126","2","56","1"
"1062","23","F","278","3","72","1"
"1062","36","F","182","2","101","1"
"1062","63","M","114","4","145","1"
"1062","59","M","111","1","107","0"
"1062","28","F","286","1","227","1"
"1062","74","M","219","1","153","0"
"1062","77","F","396","0","132","0"
"1062","39","M","172","2","79","0"
"1062","48","F","390","1","225","1"
"1062","44","F","115","4","113","1"
"1062","39","F","484","4","177","1"
"1062","77","M","339","2","119","1"
"1062","71","M","429","0","104","0"
"1062","17","M","180","4","234","1"
"1062","33","M","473","2","170","1"
"1063","59","M","363","3","163","0"
"1063","37","M","254","2","175","1"
"1063","10","F","334","3","155","1"
"1063","51","M","341","3","173","0"
"1063","26","F","445","3","226","0"
"1063","25","M","314","4","243","1"
"1063","58","M","127","3","104","1"
"1063","38","F","368","1","144","1"
"1063","20","F","435","0","156","1"
"1063","76","M","155","4","181","0"
"1063","58","M","385","0","193","0"
"1063","63","M","290","4","52","0"
"1063","53","M","299","2","155","0"
"1063","29","F","432","0","191","1"
"1063","21","F","149","0","102","1"
"1064","58","M","387","2","85","0"
"1064","32","M","321","1","189","0"
"1064","33","M","171","1","61","1"
"1064","51","M","104","0","145","0"
"1064","40","M","467","1","50","1"
"1064","73","F","437","0","145","1"
"1064","78","M","128","4","233","1"
"1064","60","F","200","0","56","0"
"1064","36","F","388","1","152","1"
"1064","41","M","320","2","147","0"
"1064","48","M","436","4","56","1"
"1064","78","F","101","0","118","0"
"1064","14","M","260","1","50","0"
"1064","11","M","483","2","190","0"
"1064","74","M","366","3","112","0"
"1064","78","M","465","0","108","0"
"1064","33","M","465","3","76","1"
"1064","40","F","191","2","237","0"
"1065","62","M","255","2","156","0"
"1065","35","M","433","2","233","0"
"1065","35","F","110","0","230","1"
"1065","54","F","433","1","172","1"
"1065","55","F","381","2","87","1"
"1065","61","F","287","0","179","1"
"1065","64","F","113","3","156","0"
"1065","15","M","182","1","185","0"
"1065","28","F","174","2","189","1"
"1067","51","M","496","3","224","0"
"1067","35","F","477","3","74","1"
"1067","37","F","405","3","147","0"
"1067","31","M","125","1","112","0"
"1067","56","M","309","4","221","0"
"1067","47","M","478","4","190","0"
"1067","36","F","159","0","173","1"
"1067","69","F","145","1","230","1"
"1067","12","M","145","1","58","1"
"1067","22","F","430","1","238","0"
"1067","67","M","195","4","177","0"
"1067","25","M","274","1","145","0"
"1067","43","M","305","4","248","0"
"1067","13","F","440","3","193","0"
"1067","45","F","435","2","187","1"
"1068","17","M","345","0","79","1"
"1068","34","M","473","3","168","1"
"1068","76","F","253","0","195","1"
"1068","55","M","124","2","192","0"
"1068","79","M","103","1","160","0"
"1068","28","M","382","4","114","0"
"1068","38","F","415","1","57","0"
"1068","79","F","452","1","242","1"
"1069","44","F","218","2","183","0"
"1069","64","F","123","4","110","1"
"1069","35","F","350","0","171","0"
"1069","21","M","250","0","51","0"
"1069","12","F","316","3","224","0"
"1069","49","M","311","2","233","0"
"1069","51","M","451","3","151","0"
"1069","19","M","481","1","108","1"
"1069","61","F","167","1","184","1"
"1069","24","F","452","1","215","0"
"1069","36","F","192","4","99","1"
"1069","46","M","120","3","64","1"
"1069","52","M","129","0","236","0"
"1069","67","F","218","1","50","1"
"1069","22","M","466","1","139","0"
"1069","15","F","165","0","226","1"
"1070","40","F","109","4","232","0"
"1070","23","M","292","1","236","0"
"1070","68","M","322","0","121","0"
"1070","61","M","486","4","159","1"
"1070","79","F","347","1","192","0"
"1070","35","M","156","3","230","1"
"1070","22","F","454","2","212","1"
"1070","19","F","418","0","145","1"
"1072","46","F","195","2","76","1"
"1072","23","M","394","2","109","1"
"1072","58","M","229","4","63","1"
"1072","63","F","354","2","217","1"
"1072","14","F","146","2","68","0"
"1072","11","M","433","3","62","1"
"1072","42","F","272","4","139","0"
"1072","59","M","115","0","80","0"
"1072","16","M","450","3","148","0"
"1072","42","F","143","1","70","0"
"1072","59","F","264","2","176","1"
"1074","61","F","146","1","82","0"
"1074","76","M","220","1","122","0"
"1074","54","F","338","0","200","0"
"1074","45","M","186","4","69","0"
"1074","21","F","238","3","223","0"
"1074","10","F","320","1","123","0"
"1074","47","M","196","0","235","1"
"1074","51","F","467","2","160","1"
"1074","33","M","441","3","143","1"
"1074","11","M","248","4","189","1"
"1074","52","F","474","0","103","0"
"1074","70","M","159","1","216","0"
"1074","25","F","212","4","89","0"
"1074","29","M","447","0","198","0"
"1076","10","M","396","4","211","1"
"1076","54","F","420","1","214","1"
"1076","13","F","341","2","96","0"
"1076","43","M","415","0","106","0"
"1076","22","F","474","2","158","0"
"1076","46","F","287","0","203","1"
"1077","12","M","188","0","178","1"
"1077","38","F","347","0","58","1"
"1077","66","M","158","4","81","0"
"1077","60","M","109","0","179","1"
"1077","77","F","377","2","110","1"
"1077","37","F","461","3","136","1"
"1077","43","M","231","2","164","1"
"1077","61","M","459","3","128","1"
"1077","13","F","389","4","137","0"
"1077","39","M","444","4","152","0"
"1078","58","F","166","0","61","1"
"1078","31","M","118","0","146","0"
"1078","28","M","429","1","61","1"
"1078","61","F","295","1","65","1"
"1078","35","M","313","1","50","0"
"1078","16","M","431","1","234","0"
"1078","57","M","186","2","239","1"
"1078","53","F","227","2","218","1"
"1078","23","F","279","4","159","1"
"1078","50","M","219","2","87","0"
"1078","18","F","127","2","211","1"
"1078","39","F","281","4","88","1"
"1078","15","F","337","2","80","0"
"1079","40","M","472","4","209","0"
"1079","67","M","461","4","230","1"
"1079","78","M","414","1","156","0"
"1079","39","F","432","4","164","1"
"1079","53","M","323","3","170","0"
"1079","15","F","162","1","135","1"
"1079","42","M","390","2","66","0"
"1079","56","F","372","3","155","0"
"1079","23","F","174","3","147","1"
"1079","79","M","241","1","210","0"
"1079","56","F","283","4","117","1"
"1079","53","F","476","1","166","1"
"1079","45","F","487","1","147","1"
"1079","21","M","421","3","171","0"
"1080","75","F","437","1","103","1"
"1080","75","M","120","1","234","0"
"1080","54","M","178","0","146","0"
"1080","24","F","108","3","170","0"
"1080","76","F","349","4","61","1"
"1080","77","F","384","4","184","0"
"1080","26","F","396","1","165","1"
"1080","41","M","118","2","209","1"
"1080","22","F","186","1","232","0"
"1080","70","F","241","1","219","0"
"1080","65","M","296","0","227","0"
"1080","28","F","360","3","192","0"
"1081","68","M","347","3","167","1"
"1081","79","M","328","3","175","1"
"1081","42","F","378","1","212","0"
"1081","17","F","362","0","193","1"
"1081","64","F","468","4","225","1"
"1081","64","F","419","1","170","0"
"1081","29","F","108","4","234","0"
"1081","30","M","163","4","68","1"
"1081","51","M","371","1","62","0"
"1081","30","F","257","1","169","0"
"1081","17","M","114","0","160","0"
"1081","49","F","102","2","241","1"
